sentiment,full_text,cleaning,case_folding,tokenize,stopword_removal,stemming
1,Kudu ngecas di mobil gegara listrik ga idup2 bangsulllllllll,Kudu ngecas di mobil gegara listrik ga idup bangsulllllllll,kudu ngecas di mobil gegara listrik ga idup bangsulllllllll,"['kudu', 'ngecas', 'di', 'mobil', 'gegara', 'listrik', 'ga', 'idup', 'bangsulllllllll']","['kudu', 'ngecas', 'gegara', 'idup', 'bangsulllllllll']",kudu ngecas gegara idup bangsulllllllll
0,@detikcom Yg gua heran yg dibutuhkan untuk mengantisipasi climate change bukanlah mobil listrik tapi mobil yg bodynya disusun dari panel surya sensitif berpower besar. Mobil akan ready setiap saat.,Yg gua heran yg dibutuhkan untuk mengantisipasi climate change bukanlah mobil listrik tapi mobil yg bodynya disusun dari panel surya sensitif berpower besar Mobil akan ready setiap saat,yg gua heran yg dibutuhkan untuk mengantisipasi climate change bukanlah mobil listrik tapi mobil yg bodynya disusun dari panel surya sensitif berpower besar mobil akan ready setiap saat,"['yg', 'gua', 'heran', 'yg', 'dibutuhkan', 'untuk', 'mengantisipasi', 'climate', 'change', 'bukanlah', 'mobil', 'listrik', 'tapi', 'mobil', 'yg', 'bodynya', 'disusun', 'dari', 'panel', 'surya', 'sensitif', 'berpower', 'besar', 'mobil', 'akan', 'ready', 'setiap', 'saat']","['heran', 'dibutuhkan', 'mengantisipasi', 'climate', 'change', 'bodynya', 'disusun', 'panel', 'surya', 'sensitif', 'berpower', 'ready']",heran butuh antisipasi climate change bodynya susun panel surya sensitif berpower ready
1,@princeofangelos @adyp96 bensin dari air tp buat bikin energiny modal listrik sama aja jatohnya sekalian aja pake mobil listrik,bensin dari air tp buat bikin energiny modal listrik sama aja jatohnya sekalian aja pake mobil listrik,bensin dari air tp buat bikin energiny modal listrik sama aja jatohnya sekalian aja pake mobil listrik,"['bensin', 'dari', 'air', 'tp', 'buat', 'bikin', 'energiny', 'modal', 'listrik', 'sama', 'aja', 'jatohnya', 'sekalian', 'aja', 'pake', 'mobil', 'listrik']","['energiny', 'modal', 'jatohnya']",energiny modal jatohnya
0,@H4T14K4LN4L42 @jokowi @psi_id Mikir lagi utk beli Motor/Mobil Listrik nih..!. Mendingan beli Speedboat.,Mikir lagi utk beli MotorMobil Listrik nih Mendingan beli Speedboat,mikir lagi utk beli motormobil listrik nih mendingan beli speedboat,"['mikir', 'lagi', 'utk', 'beli', 'motormobil', 'listrik', 'nih', 'mendingan', 'beli', 'speedboat']","['mendingan', 'speedboat']",mending speedboat
1,@AREAJULID Yg pny negara mrk knp kita yg nyinyir sih perbnyk membaca knp sih Arab skrng sdh beda salah satu imbas dr minyak bumi jg dimana jd produk andalan mrk apalg skrng sdh trend mobil listrik. Jd mau nda mau mrk hrs genjot dr sektor pariwisata serta indsutri lain klo gk bs bangkrut,Yg pny negara mrk knp kita yg nyinyir sih perbnyk membaca knp sih Arab skrng sdh beda salah satu imbas dr minyak bumi jg dimana jd produk andalan mrk apalg skrng sdh trend mobil listrik Jd mau nda mau mrk hrs genjot dr sektor pariwisata serta indsutri lain klo gk bs bangkrut,yg pny negara mrk knp kita yg nyinyir sih perbnyk membaca knp sih arab skrng sdh beda salah satu imbas dr minyak bumi jg dimana jd produk andalan mrk apalg skrng sdh trend mobil listrik jd mau nda mau mrk hrs genjot dr sektor pariwisata serta indsutri lain klo gk bs bangkrut,"['yg', 'pny', 'negara', 'mrk', 'knp', 'kita', 'yg', 'nyinyir', 'sih', 'perbnyk', 'membaca', 'knp', 'sih', 'arab', 'skrng', 'sdh', 'beda', 'salah', 'satu', 'imbas', 'dr', 'minyak', 'bumi', 'jg', 'dimana', 'jd', 'produk', 'andalan', 'mrk', 'apalg', 'skrng', 'sdh', 'trend', 'mobil', 'listrik', 'jd', 'mau', 'nda', 'mau', 'mrk', 'hrs', 'genjot', 'dr', 'sektor', 'pariwisata', 'serta', 'indsutri', 'lain', 'klo', 'gk', 'bs', 'bangkrut']","['pny', 'mrk', 'knp', 'nyinyir', 'perbnyk', 'membaca', 'knp', 'arab', 'skrng', 'imbas', 'minyak', 'bumi', 'produk', 'andalan', 'mrk', 'apalg', 'skrng', 'trend', 'nda', 'mrk', 'hrs', 'genjot', 'sektor', 'pariwisata', 'indsutri', 'bangkrut']",pny mrk knp nyinyir perbnyk baca knp arab skrng imbas minyak bumi produk andal mrk apalg skrng trend nda mrk hrs genjot sektor pariwisata indsutri bangkrut
0,@iamnait0 Awal 1900 mobil listrik sempet laku krn bensin hrs starter engkol. Selain itu muffler blm ditemukan jd suaranya kyk Brio jamet smua Mobil listrik jd alternatif yg ramah &amp; mudah Spt skrg kekurangannya di waktu pengecasan tp saat itu lb parah. Cas senin kelar rabu (ini bnran),Awal  mobil listrik sempet laku krn bensin hrs starter engkol Selain itu muffler blm ditemukan jd suaranya kyk Brio jamet smua Mobil listrik jd alternatif yg ramah amp mudah Spt skrg kekurangannya di waktu pengecasan tp saat itu lb parah Cas senin kelar rabu ini bnran,awal  mobil listrik sempet laku krn bensin hrs starter engkol selain itu muffler blm ditemukan jd suaranya kyk brio jamet smua mobil listrik jd alternatif yg ramah amp mudah spt skrg kekurangannya di waktu pengecasan tp saat itu lb parah cas senin kelar rabu ini bnran,"['awal', 'mobil', 'listrik', 'sempet', 'laku', 'krn', 'bensin', 'hrs', 'starter', 'engkol', 'selain', 'itu', 'muffler', 'blm', 'ditemukan', 'jd', 'suaranya', 'kyk', 'brio', 'jamet', 'smua', 'mobil', 'listrik', 'jd', 'alternatif', 'yg', 'ramah', 'amp', 'mudah', 'spt', 'skrg', 'kekurangannya', 'di', 'waktu', 'pengecasan', 'tp', 'saat', 'itu', 'lb', 'parah', 'cas', 'senin', 'kelar', 'rabu', 'ini', 'bnran']","['sempet', 'laku', 'hrs', 'starter', 'engkol', 'muffler', 'ditemukan', 'suaranya', 'brio', 'jamet', 'smua', 'alternatif', 'ramah', 'mudah', 'spt', 'kekurangannya', 'pengecasan', 'lb', 'parah', 'cas', 'senin', 'kelar', 'rabu', 'bnran']",sempet laku hrs starter engkol muffler temu suara brio jamet smua alternatif ramah mudah spt kurang cas lb parah cas senin kelar rabu bnran
1,Electrizen sudah bayar listrik bulan ini? bisa dong bayar di aplikasi PLN Mobile biar nanti pas nonton spesial live shopee lancar dan bisa dapat mobil atau motor dengan harga 1 Rupiah mimin mau ikutan juga #ShopeeLiveMobilBrioRp1 #PLN #PLNSULUTTENGGO,Electrizen sudah bayar listrik bulan ini bisa dong bayar di aplikasi PLN Mobile biar nanti pas nonton spesial live shopee lancar dan bisa dapat mobil atau motor dengan harga  Rupiah mimin mau ikutan juga ShopeeLiveMobilBrioRp PLN PLNSULUTTENGGO,electrizen sudah bayar listrik bulan ini bisa dong bayar di aplikasi pln mobile biar nanti pas nonton spesial live shopee lancar dan bisa dapat mobil atau motor dengan harga  rupiah mimin mau ikutan juga shopeelivemobilbriorp pln plnsuluttenggo,"['electrizen', 'sudah', 'bayar', 'listrik', 'bulan', 'ini', 'bisa', 'dong', 'bayar', 'di', 'aplikasi', 'pln', 'mobile', 'biar', 'nanti', 'pas', 'nonton', 'spesial', 'live', 'shopee', 'lancar', 'dan', 'bisa', 'dapat', 'mobil', 'atau', 'motor', 'dengan', 'harga', 'rupiah', 'mimin', 'mau', 'ikutan', 'juga', 'shopeelivemobilbriorp', 'pln', 'plnsuluttenggo']","['electrizen', 'bayar', 'bayar', 'aplikasi', 'pln', 'mobile', 'nonton', 'spesial', 'live', 'shopee', 'lancar', 'rupiah', 'mimin', 'ikutan', 'shopeelivemobilbriorp', 'pln', 'plnsuluttenggo']",electrizen bayar bayar aplikasi pln mobile nonton spesial live shopee lancar rupiah mimin ikut shopeelivemobilbriorp pln plnsuluttenggo
1,@yangmi3prnew Sepuluh tiang listrik bisa buat beli mobil mewah,Sepuluh tiang listrik bisa buat beli mobil mewah,sepuluh tiang listrik bisa buat beli mobil mewah,"['sepuluh', 'tiang', 'listrik', 'bisa', 'buat', 'beli', 'mobil', 'mewah']","['sepuluh', 'mewah']",puluh mewah
1,@tempodotco Janji yg mustahil dipenuhi lebih baik bahasa nya kurangi import BBM 50% - 60%.. Maksimalkan penggunaan energi dalam negeri.. Mulai dengan 1 KK maksimal miliki 1 mobil selebihnya harus dihancurkan... Kendaraan PNS BUMN wajib menggunakan motor listrik.. Lakukan dengan benar,Janji yg mustahil dipenuhi lebih baik bahasa nya kurangi import BBM    Maksimalkan penggunaan energi dalam negeri Mulai dengan  KK maksimal miliki  mobil selebihnya harus dihancurkan Kendaraan PNS BUMN wajib menggunakan motor listrik Lakukan dengan benar,janji yg mustahil dipenuhi lebih baik bahasa nya kurangi import bbm    maksimalkan penggunaan energi dalam negeri mulai dengan  kk maksimal miliki  mobil selebihnya harus dihancurkan kendaraan pns bumn wajib menggunakan motor listrik lakukan dengan benar,"['janji', 'yg', 'mustahil', 'dipenuhi', 'lebih', 'baik', 'bahasa', 'nya', 'kurangi', 'import', 'bbm', 'maksimalkan', 'penggunaan', 'energi', 'dalam', 'negeri', 'mulai', 'dengan', 'kk', 'maksimal', 'miliki', 'mobil', 'selebihnya', 'harus', 'dihancurkan', 'kendaraan', 'pns', 'bumn', 'wajib', 'menggunakan', 'motor', 'listrik', 'lakukan', 'dengan', 'benar']","['janji', 'mustahil', 'dipenuhi', 'bahasa', 'kurangi', 'import', 'maksimalkan', 'penggunaan', 'energi', 'kk', 'maksimal', 'miliki', 'selebihnya', 'dihancurkan', 'pns', 'bumn', 'wajib', 'lakukan']",janji mustahil penuh bahasa kurang import maksimal guna energi kk maksimal milik lebih hancur pns bumn wajib laku
1,@Muslim_AntiPKI9 ANGKANYA MIRIP PROJECT IKN JIKA TDK SALAH 470 T MUNGKIN BANSOS UNTUK BANGUN IKN KALAU AKU YG PEGANG AKU (SELAIN SOSIAL) BUAT PABRIK MOBIL LISTRIK NASIONAL BATERAINYA BIAYAI PROYEK²KEMANDIRIAN BERJALAN ALUTSISTA BIKIN RSUD DI BANYAK KECAMATAN² DI INDONESIA DSB² LAGI. @DPR_RI,ANGKANYA MIRIP PROJECT IKN JIKA TDK SALAH  T MUNGKIN BANSOS UNTUK BANGUN IKN KALAU AKU YG PEGANG AKU SELAIN SOSIAL BUAT PABRIK MOBIL LISTRIK NASIONAL BATERAINYA BIAYAI PROYEKKEMANDIRIAN BERJALAN ALUTSISTA BIKIN RSUD DI BANYAK KECAMATAN DI INDONESIA DSB LAGI,angkanya mirip project ikn jika tdk salah  t mungkin bansos untuk bangun ikn kalau aku yg pegang aku selain sosial buat pabrik mobil listrik nasional baterainya biayai proyekkemandirian berjalan alutsista bikin rsud di banyak kecamatan di indonesia dsb lagi,"['angkanya', 'mirip', 'project', 'ikn', 'jika', 'tdk', 'salah', 't', 'mungkin', 'bansos', 'untuk', 'bangun', 'ikn', 'kalau', 'aku', 'yg', 'pegang', 'aku', 'selain', 'sosial', 'buat', 'pabrik', 'mobil', 'listrik', 'nasional', 'baterainya', 'biayai', 'proyekkemandirian', 'berjalan', 'alutsista', 'bikin', 'rsud', 'di', 'banyak', 'kecamatan', 'di', 'indonesia', 'dsb', 'lagi']","['angkanya', 'project', 't', 'bansos', 'bangun', 'pegang', 'sosial', 'nasional', 'baterainya', 'biayai', 'proyekkemandirian', 'berjalan', 'alutsista', 'rsud', 'kecamatan']",angka project t bansos bangun pegang sosial nasional baterai biaya proyekkemandirian jalan alutsista rsud camat
1,@Meios3i @shitlicious Kayanya bisa kaya di mobil listrik Tapi gak tau deh bisa di motor atau engganya,Kayanya bisa kaya di mobil listrik Tapi gak tau deh bisa di motor atau engganya,kayanya bisa kaya di mobil listrik tapi gak tau deh bisa di motor atau engganya,"['kayanya', 'bisa', 'kaya', 'di', 'mobil', 'listrik', 'tapi', 'gak', 'tau', 'deh', 'bisa', 'di', 'motor', 'atau', 'engganya']",['engganya'],engganya
0,@SiaranBolaLive pake mobil listrik yg dapat subsidi pemerintah wkwkwkw,pake mobil listrik yg dapat subsidi pemerintah wkwkwkw,pake mobil listrik yg dapat subsidi pemerintah wkwkwkw,"['pake', 'mobil', 'listrik', 'yg', 'dapat', 'subsidi', 'pemerintah', 'wkwkwkw']",['wkwkwkw'],wkwkwkw
1,@kring_pajak halo kak boleh tau mobil listrik mana aja yang boleh memanfaatkan insentif ppn PMK 8 dan 9/2024? aku mau beli bingou EV nih besok. Bisa di kreditin ga?,halo kak boleh tau mobil listrik mana aja yang boleh memanfaatkan insentif ppn PMK  dan  aku mau beli bingou EV nih besok Bisa di kreditin ga,halo kak boleh tau mobil listrik mana aja yang boleh memanfaatkan insentif ppn pmk  dan  aku mau beli bingou ev nih besok bisa di kreditin ga,"['halo', 'kak', 'boleh', 'tau', 'mobil', 'listrik', 'mana', 'aja', 'yang', 'boleh', 'memanfaatkan', 'insentif', 'ppn', 'pmk', 'dan', 'aku', 'mau', 'beli', 'bingou', 'ev', 'nih', 'besok', 'bisa', 'di', 'kreditin', 'ga']","['halo', 'memanfaatkan', 'insentif', 'ppn', 'pmk', 'bingou', 'besok', 'kreditin']",halo manfaat insentif ppn pmk bingou besok kreditin
1,Mau beli mobil listrik tp gak dpt tempat parkir tambahan di apart. Sudah full pak yg antri mobil ke2 banyak . Ya udah deh.....,Mau beli mobil listrik tp gak dpt tempat parkir tambahan di apart Sudah full pak yg antri mobil ke banyak  Ya udah deh,mau beli mobil listrik tp gak dpt tempat parkir tambahan di apart sudah full pak yg antri mobil ke banyak  ya udah deh,"['mau', 'beli', 'mobil', 'listrik', 'tp', 'gak', 'dpt', 'tempat', 'parkir', 'tambahan', 'di', 'apart', 'sudah', 'full', 'pak', 'yg', 'antri', 'mobil', 'ke', 'banyak', 'ya', 'udah', 'deh']","['dpt', 'tambahan', 'apart', 'full', 'antri']",dpt tambah apart full antri
1,@nengNINGIE mobil listrik,mobil listrik,mobil listrik,"['mobil', 'listrik']",[],
2,Fess! Mau tanya aku mau beli mobil listrik dan sekarang alhamdulillah uangku udah terkumpul 475.000. Baiknya beli mobil merk apa yach? Pliss no salty soalx aku baru pertama kali mau beli mobil. -TIA,Fess Mau tanya aku mau beli mobil listrik dan sekarang alhamdulillah uangku udah terkumpul  Baiknya beli mobil merk apa yach Pliss no salty soalx aku baru pertama kali mau beli mobil TIA,fess mau tanya aku mau beli mobil listrik dan sekarang alhamdulillah uangku udah terkumpul  baiknya beli mobil merk apa yach pliss no salty soalx aku baru pertama kali mau beli mobil tia,"['fess', 'mau', 'tanya', 'aku', 'mau', 'beli', 'mobil', 'listrik', 'dan', 'sekarang', 'alhamdulillah', 'uangku', 'udah', 'terkumpul', 'baiknya', 'beli', 'mobil', 'merk', 'apa', 'yach', 'pliss', 'no', 'salty', 'soalx', 'aku', 'baru', 'pertama', 'kali', 'mau', 'beli', 'mobil', 'tia']","['fess', 'alhamdulillah', 'uangku', 'terkumpul', 'baiknya', 'merk', 'yach', 'pliss', 'no', 'salty', 'soalx', 'tia']",fess alhamdulillah uang kumpul baik merk yach pliss no salty soalx tia
0,@SelebtwitMobil Mobil canggih memerlukan daya listrik yg tinggi itu sebabnya rawan rusak dan terbakar.,Mobil canggih memerlukan daya listrik yg tinggi itu sebabnya rawan rusak dan terbakar,mobil canggih memerlukan daya listrik yg tinggi itu sebabnya rawan rusak dan terbakar,"['mobil', 'canggih', 'memerlukan', 'daya', 'listrik', 'yg', 'tinggi', 'itu', 'sebabnya', 'rawan', 'rusak', 'dan', 'terbakar']","['canggih', 'daya', 'rawan', 'rusak', 'terbakar']",canggih daya rawan rusak bakar
2,@convomf mobil listrik aja nder,mobil listrik aja nder,mobil listrik aja nder,"['mobil', 'listrik', 'aja', 'nder']",[],
1,@BaseBDG YA DIPAKE LAH lukira gw makan pake apa ? batu? motor mobil di isi pake apa? air ujan? belum bayar kosan listrik dll lu kira hidup jaman dinosaurus? tnggal digoa? ngapain gua? napak tilas?,YA DIPAKE LAH lukira gw makan pake apa  batu motor mobil di isi pake apa air ujan belum bayar kosan listrik dll lu kira hidup jaman dinosaurus tnggal digoa ngapain gua napak tilas,ya dipake lah lukira gw makan pake apa  batu motor mobil di isi pake apa air ujan belum bayar kosan listrik dll lu kira hidup jaman dinosaurus tnggal digoa ngapain gua napak tilas,"['ya', 'dipake', 'lah', 'lukira', 'gw', 'makan', 'pake', 'apa', 'batu', 'motor', 'mobil', 'di', 'isi', 'pake', 'apa', 'air', 'ujan', 'belum', 'bayar', 'kosan', 'listrik', 'dll', 'lu', 'kira', 'hidup', 'jaman', 'dinosaurus', 'tnggal', 'digoa', 'ngapain', 'gua', 'napak', 'tilas']","['lukira', 'batu', 'isi', 'ujan', 'bayar', 'kosan', 'hidup', 'dinosaurus', 'tnggal', 'digoa', 'napak', 'tilas']",lukira batu isi ujan bayar kosan hidup dinosaurus tnggal digoa napak tilas
1,@Bambangmulyonoo Mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri² kabinet.,Mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri kabinet,mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri kabinet,"['mengentaskan', 'kemiskinan', 'melalui', 'penyediaan', 'lapangan', 'kerja', 'lewat', 'pertambangan', 'perkebunan', 'mobil', 'listrik', 'ternyata', 'gagal', 'yang', 'bisa', 'ya', 'lewat', 'dagang', 'sapi', 'posisi', 'mentri', 'kabinet']","['mengentaskan', 'kemiskinan', 'penyediaan', 'lapangan', 'pertambangan', 'perkebunan', 'gagal', 'dagang', 'sapi', 'posisi', 'mentri', 'kabinet']",entas miskin sedia lapang tambang kebun gagal dagang sapi posisi tri kabinet
2,@SelebtwitMobil Gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini. Jauh dari prediksi lima tahun lalu (perkembangan nya cepat),Gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini Jauh dari prediksi lima tahun lalu perkembangan nya cepat,gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini jauh dari prediksi lima tahun lalu perkembangan nya cepat,"['gak', 'nyangka', 'sih', 'mobil', 'listrik', 'bisa', 'mencapai', 'angka', 'penjualan', 'sebesar', 'ini', 'jauh', 'dari', 'prediksi', 'lima', 'tahun', 'lalu', 'perkembangan', 'nya', 'cepat']","['nyangka', 'mencapai', 'angka', 'penjualan', 'prediksi', 'perkembangan', 'cepat']",nyangka capai angka jual prediksi kembang cepat
1,@RandomWorldWar Semoga cuma mobil doang yg nunggak ( listrik air pamnya lancar),Semoga cuma mobil doang yg nunggak  listrik air pamnya lancar,semoga cuma mobil doang yg nunggak  listrik air pamnya lancar,"['semoga', 'cuma', 'mobil', 'doang', 'yg', 'nunggak', 'listrik', 'air', 'pamnya', 'lancar']","['nunggak', 'pamnya', 'lancar']",nunggak pamnya lancar
1,Kembali seputar tetangga Kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh. Dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli. Tapi itu tokennya kehabisan mulu,Kembali seputar tetangga Kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh Dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli Tapi itu tokennya kehabisan mulu,kembali seputar tetangga kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli tapi itu tokennya kehabisan mulu,"['kembali', 'seputar', 'tetangga', 'kok', 'ada', 'yah', 'orang', 'yg', 'betah', 'dengerin', 'suara', 'token', 'listrik', 'abis', 'ganggu', 'banget', 'loh', 'dan', 'orangnya', 'mampu', 'kok', 'punya', 'mobil', 'punya', 'motor', 'tiap', 'sore', 'jajanan', 'lewat', 'di', 'beli', 'tapi', 'itu', 'tokennya', 'kehabisan', 'mulu']","['seputar', 'tetangga', 'betah', 'dengerin', 'suara', 'token', 'abis', 'ganggu', 'orangnya', 'sore', 'jajanan', 'tokennya', 'kehabisan', 'mulu']",putar tetangga betah dengerin suara token abis ganggu orang sore jajan tokennya habis mulu
0,Ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,Ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,"['ini', 'yg', 'ngotot', 'proyek', 'mobil', 'listrik', 'pikirannya', 'rusak', 'dari', 'lahir', 'kayaknya', 'eksekusinya', 'kaga', 'jelas']","['ngotot', 'pikirannya', 'rusak', 'lahir', 'eksekusinya', 'kaga']",ngotot pikir rusak lahir eksekusi kaga
1,Buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,Buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,"['buset', 'petir', 'gedee', 'langsung', 'bikin', 'mati', 'listrik', 'bentar', 'n', 'mobil', 'orang', 'bunyi']","['buset', 'petir', 'gedee', 'mati', 'bunyi']",buset petir gedee mati bunyi
2,@SeliaAisnith @ElaineCelestia Airev dipake nanjak paling bagus sih kalau mobil listrik,Airev dipake nanjak paling bagus sih kalau mobil listrik,airev dipake nanjak paling bagus sih kalau mobil listrik,"['airev', 'dipake', 'nanjak', 'paling', 'bagus', 'sih', 'kalau', 'mobil', 'listrik']","['airev', 'nanjak', 'bagus']",airev nanjak bagus
2,George Russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu #Russel #PLN #PLNSULUTTENGGO,George Russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu Russel PLN PLNSULUTTENGGO,george russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu russel pln plnsuluttenggo,"['george', 'russel', 'tidak', 'bisa', 'ke', 'garis', 'finish', 'karena', 'mengalami', 'crash', 'sabar', 'ya', 'bang', 'george', 'di', 'balapan', 'berikut', 'pakai', 'mobil', 'listrik', 'aja', 'biar', 'tidak', 'ada', 'masalah', 'siap', 'kami', 'bantu', 'russel', 'pln', 'plnsuluttenggo']","['george', 'russel', 'garis', 'finish', 'mengalami', 'crash', 'sabar', 'george', 'balapan', 'russel', 'pln', 'plnsuluttenggo']",george russel garis finish alami crash sabar george balap russel pln plnsuluttenggo
2,@adriel_hendro Wuling Binguo EV ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,Wuling Binguo EV ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,wuling binguo ev ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,"['wuling', 'binguo', 'ev', 'ngebuktikiin', 'kl', 'mobil', 'listrik', 'ga', 'cuma', 'tentang', 'kinerja', 'tapi', 'juga', 'tttg', 'kenyamanan', 'dan', 'gaya', 'hidup', 'modern']","['ngebuktikiin', 'kinerja', 'tttg', 'kenyamanan', 'gaya', 'hidup', 'modern']",ngebuktikiin kerja tttg nyaman gaya hidup modern
1,@AlifKhoiruddin hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki,hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki,hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki,"['hasyahh', 'premium', 'premium', 'harang', 'ki', 'ncen', 'kapitalis', 'pemilik', 'mobil', 'listrik', 'iki']","['hasyahh', 'premium', 'premium', 'harang', 'ki', 'ncen', 'kapitalis', 'pemilik', 'iki']",hasyahh premium premium harang ki ncen kapitalis milik iki
1,sini kak liat2 mobil listrik kak masuk dulu kak liat unit. ga nyetrum ko.,sini kak liat mobil listrik kak masuk dulu kak liat unit ga nyetrum ko,sini kak liat mobil listrik kak masuk dulu kak liat unit ga nyetrum ko,"['sini', 'kak', 'liat', 'mobil', 'listrik', 'kak', 'masuk', 'dulu', 'kak', 'liat', 'unit', 'ga', 'nyetrum', 'ko']","['unit', 'nyetrum']",unit nyetrum
1,industry otomotif dengan menawarkan produk-produk elektrik yang sesuai dengan kebutuhan konsumen. Saat ini $ASII menjual 6 model Mobil bettery elektrik (BEV) Dan 13 model Mobil hybrid elektrik (HEV) di Indonesia serta sepeda motor listrik EM1 e. Dengan rencana Penambahan,industry otomotif dengan menawarkan produkproduk elektrik yang sesuai dengan kebutuhan konsumen Saat ini ASII menjual  model Mobil bettery elektrik BEV Dan  model Mobil hybrid elektrik HEV di Indonesia serta sepeda motor listrik EM e Dengan rencana Penambahan,industry otomotif dengan menawarkan produkproduk elektrik yang sesuai dengan kebutuhan konsumen saat ini asii menjual  model mobil bettery elektrik bev dan  model mobil hybrid elektrik hev di indonesia serta sepeda motor listrik em e dengan rencana penambahan,"['industry', 'otomotif', 'dengan', 'menawarkan', 'produkproduk', 'elektrik', 'yang', 'sesuai', 'dengan', 'kebutuhan', 'konsumen', 'saat', 'ini', 'asii', 'menjual', 'model', 'mobil', 'bettery', 'elektrik', 'bev', 'dan', 'model', 'mobil', 'hybrid', 'elektrik', 'hev', 'di', 'indonesia', 'serta', 'sepeda', 'motor', 'listrik', 'em', 'e', 'dengan', 'rencana', 'penambahan']","['industry', 'otomotif', 'menawarkan', 'produkproduk', 'elektrik', 'sesuai', 'kebutuhan', 'konsumen', 'asii', 'menjual', 'model', 'bettery', 'elektrik', 'bev', 'model', 'elektrik', 'hev', 'em', 'rencana', 'penambahan']",industry otomotif tawar produkproduk elektrik sesuai butuh konsumen asi jual model bettery elektrik bev model elektrik hev em rencana tambah
0,@gagahmei Uji emisi disana ketat ci Beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,Uji emisi disana ketat ci Beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,uji emisi disana ketat ci beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,"['uji', 'emisi', 'disana', 'ketat', 'ci', 'beda', 'kalo', 'disini', 'mobil', 'listrik', 'aja', 'pernah', 'ga', 'lolos', 'uji', 'emisi', 'wkwkwkwk']","['uji', 'emisi', 'disana', 'ketat', 'ci', 'lolos', 'uji', 'emisi', 'wkwkwkwk']",uji emisi sana ketat ci lolos uji emisi wkwkwkwk
2,Ya Allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,Ya Allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,ya allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,"['ya', 'allah', 'ku', 'belum', 'siap', 'ngadepin', 'kasus', 'expired', 'lg', 'tolonglah', 'naikin', 'produksi', 'mobil', 'listrik', 'itu']","['allah', 'ku', 'ngadepin', 'expired', 'tolonglah', 'naikin', 'produksi']",allah ku ngadepin expired tolong naikin produksi
